标题,品牌,城市,价格,新车价格,首付,里程,年份,排放标准
丰田凯美瑞 2022款 2.0GVP 领先版,丰田,重庆,14.46,21.47,1.45万,1.95万公里,2023,国6
林肯冒险家 2022款 2.0T 两驱尊雅版,林肯,重庆,17.98,31.42,1.80万,1.55万公里,2022,国6
奔驰C级 2021款 C 260 星耀臻藏版,奔驰,重庆,22.18,35.75,2.22万,5.08万公里,2021,国6
宝马3系 2022款 325Li M运动套装,宝马,重庆,25.78,38.69,2.58万,3.91万公里,2022,国6
比亚迪唐新能源 2021款 DM 2.0TI 双离合 四驱 高性能版创世旗舰型,比亚迪,重庆,13.86,32.51,1.39万,3.71万公里,2020,国6
广汽传祺 传祺GS4 2015款 200T 5MT 精英版,广汽传祺,成都,3.38,12.50,0.34万,7.59万公里,2016,国5
大众Polo 2014款 1.6L 自动 舒适版,大众,成都,5.09,11.96,0.51万,8.47万公里,2016,国5
日产轩逸 2019款 经典 1.6XL CVT 豪华版,日产,成都,6.11,13.59,0.61万,4.06万公里,2019,国6
丰田卡罗拉 2021款 1.2T S-CVT 先锋版,丰田,成都,7.18,13.72,0.72万,2.59万公里,2021,国6
雪佛兰迈锐宝XL 2018款 530T 手自一体 锐驰版,雪佛兰,成都,7.81,22.02,0.78万,6.56万公里,2018,国5
哈弗H6 2021款 2.0GDIT 双离合 冠军版,哈弗,成都,7.98,14.74,0.80万,3.55万公里,2021,国6
大众高尔夫 2020款 挚爱版 280TSI 双离合 舒适型,大众,成都,9.35,17.52,0.94万,7.13万公里,2020,国6
大众速腾 2021款 280TSI 双离合 舒适智联版,大众,成都,9.68,18.48,0.97万,4.55万公里,2021,国6
别克君威 2019款 20T 精英版 国VI,别克,成都,9.68,20.69,0.97万,8.34万公里,2020,国6
沃尔沃XC60 2017款 T5 两驱 智进升级版,沃尔沃,成都,10.98,42.41,1.10万,9.34万公里,2017,国5
比亚迪宋PLUS新能源 2021款 DM-i 1.5L 两驱尊荣型,比亚迪,成都,11.68,18.70,1.17万,1.26万公里,2022,国6
哈弗神兽 2022款 1.5T 两驱智享版DHT,哈弗,成都,11.98,18.81,1.20万,1.98万公里,2022,国6
三菱欧蓝德 2020款 2.4L CVT 四驱 致享版 5座,三菱,成都,12.38,22.06,1.24万,2.86万公里,2021,国6
Polestar极星Polestar 2 2020款 首发版,Polestar极星,成都,13.95,46.71,1.40万,2.72万公里,2021,国6
丰田凯美瑞 2021款 2.5G 豪华版,丰田,成都,15.56,24.82,1.56万,1.34万公里,2022,国6
哈弗H9 2022款 2.0T 智享型 5座,哈弗,成都,18.28,26.55,1.83万,1.01万公里,2023,国6
理想汽车 理想L7 2023款 L7 Pro,理想汽车,成都,28.59,38.08,2.86万,0.69万公里,2023,国6
起亚K3 2015款 1.6L 自动 DLX,起亚,成都,4.76,15.05,0.48万,6.94万公里,2014,国5
吉利汽车 吉利帝豪GL 2018款 1.8L 双离合 精英智联版,吉利汽车,成都,4.98,11.18,0.50万,5.69万公里,2019,国5
雪佛兰创酷 2017款 1.4T 手自一体 两驱 豪华版,雪佛兰,成都,4.98,15.28,0.50万,5.78万公里,2017,国5
吉利汽车 吉利远景X3 2021款 PRO 1.5L CVT 尊贵型,吉利汽车,成都,5.06,8.09,0.51万,1.30万公里,2021,国6
比亚迪宋Pro 2019款 1.5TI 双离合 豪华型,比亚迪,成都,6.48,12.61,0.65万,5.73万公里,2020,国6
吉利汽车 吉利帝豪 2023款 冠军款 1.5L CVT豪华型,吉利汽车,成都,6.69,9.20,0.67万,0.60万公里,2024,国6
哈弗H6 2020款 1.5GDIT 双离合 铂金冠军版,哈弗,成都,6.79,13.85,0.68万,4.89万公里,2019,国6
本田飞度 2021款 1.5L 潮跑Pro版,本田,成都,6.98,12.06,0.70万,6.29万公里,2021,国6
吉利汽车 吉利博越 2020款 1.8TD 双离合 智联PRO,吉利汽车,成都,7.25,13.39,0.73万,2.92万公里,2021,国6
日产轩逸 2021款 1.6XL CVT 悦享版,日产,成都,8.16,14.84,0.82万,5.79万公里,2020,国6
领克01 2019款 2.0TD 手自一体 两驱 型Pro 国V,领克,成都,8.83,19.92,0.88万,5.29万公里,2019,国5
捷途大圣 2022款 1.6T 双离合王者PLUS,捷途,成都,9.58,13.73,0.96万,0.81万公里,2023,国6
红旗HS5 2019款 2.0T 手自一体 两驱 智联旗享版,红旗,成都,10.68,22.57,1.07万,4.84万公里,2020,国6
林肯MKC 2018款 2.0T 手自一体 两驱 尊享版,林肯,成都,10.88,34.32,1.09万,7.41万公里,2019,国5
日产奇骏 2017款 2.5L CVT 四驱 领先版 5座,日产,成都,11.96,25.82,1.20万,3.59万公里,2018,国5
北京BJ40 2023款 城市猎人版 2.0T 自动四驱侠客版 汽油,北京,成都,13.98,20.36,1.40万,0.73万公里,2023,国6
奥迪A3 2022款 A3L Limousine 35 TFSI 时尚运动型,奥迪,成都,14.98,25.88,1.50万,3.83万公里,2022,国6
沃尔沃XC40 2023款 B3 两驱智行时尚版,沃尔沃,成都,15.36,30.31,1.54万,1.44万公里,2022,国6
大众途观L 2021款 330TSI 双离合 两驱 R-Line越享版,大众,成都,15.38,28.10,1.54万,6.93万公里,2021,国6
奔驰A级 2022款 改款 A 200 L 运动轿车时尚型,奔驰,成都,16.63,28.60,1.66万,2.89万公里,2022,国6
特斯拉Model Y 2021款 标准续航后轮驱动版,特斯拉,成都,18.55,32.73,1.86万,4.58万公里,2021,国6
奔驰C级 2020款 C 200 L 时尚型运动版,奔驰,成都,18.98,35.42,1.90万,6.53万公里,2020,国6
奔驰GLB 2021款 GLB 200 时尚型,奔驰,成都,19.43,36.84,1.94万,6.03万公里,2021,国6
特斯拉Model Y 2022款 545km 后轮驱动版,特斯拉,成都,19.88,35.53,1.99万,3.10万公里,2022,新能源
宝马X1 2022款 xDrive25Li 尊享型,宝马,成都,20.38,37.42,2.04万,2.07万公里,2022,国6
鸿蒙智行问界M7 2024款 1.5T 240km 后驱PLUS版 5座,鸿蒙智行,成都,20.58,28.09,2.06万,1.00万公里,2023,国6
宝马3系 2021款 改款 320Li M运动套装,宝马,成都,21.77,35.77,2.18万,2.05万公里,2021,国6
宝马5系 插电混动 2020款 里程升级版 530Le 豪华套装,宝马,成都,22.88,55.78,2.29万,6.19万公里,2020,国6
零跑汽车 零跑C01 2023款 525km 525后驱舒享版,零跑汽车,成都,10.94,17.02,1.09万,1.43万公里,2023,新能源
大众途岳 2021款 280TSI 双离合 两驱 豪华版plus,大众,成都,10.96,21.46,1.10万,3.64万公里,2021,国6
日产途达 2020款 2.5L 手自一体 四驱 旗舰版,日产,成都,14.01,27.98,1.40万,1.37万公里,2021,国6
本田XR-V 2017款 1.5L LXi CVT 经典版 国V,本田,赣州,6.38,15.71,0.64万,6.85万公里,2018,国5
现代ix35 2019款 2.0L 手自一体 两驱 智勇·畅享版 国V,现代,赣州,6.86,15.95,0.69万,6.45万公里,2019,国5
本田CR-V 2016款 2.0L 两驱 都市版,本田,赣州,8.58,21.47,0.86万,7.80万公里,2017,国5
别克昂科威 2020款 20T 双离合 两驱 精英版,别克,赣州,8.98,22.58,0.90万,7.59万公里,2020,国6
丰田凯美瑞 2016款 10周年纪念版 2.0G D-4S 领先版,丰田,赣州,9.48,22.13,0.95万,6.32万公里,2017,国5
凯迪拉克ATS-L 2017款 28T 技术版,凯迪拉克,赣州,10.38,30.75,1.04万,4.23万公里,2018,国5
红旗HS5 2019款 2.0T 手自一体 两驱 智联旗享版,红旗,赣州,10.98,22.57,1.10万,5.12万公里,2021,国6
Polestar极星Polestar 2 2020款 首发版,Polestar极星,赣州,12.58,46.71,1.26万,3.83万公里,2021,国6
凯迪拉克XT5 2022款 轻混 2.0T 两驱豪华型,凯迪拉克,赣州,19.68,39.51,1.97万,2.72万公里,2021,国6
中华V3 2015款 1.5L 手动 精英型,中华,赣州,1.88,8.51,0,7.74万公里,2015,国5
长安CS15 2016款 1.5L 手动 舒适版,长安,赣州,1.98,6.43,0,7.51万公里,2016,国5
吉利汽车 吉利帝豪 2017款 百万款 1.5L 手动 豪华版,吉利汽车,赣州,2.48,8.74,0,8.48万公里,2017,国5
宝骏510 2017款 1.5L AMT 豪华版,宝骏,赣州,3.3,8.85,0.33万,3.91万公里,2018,国5
宝骏730 2016款 1.5L 手动 舒适版 7座,宝骏,赣州,3.38,8.20,0.34万,3.20万公里,2018,国5
大众捷达 2015款 质惠版 1.6L 自动舒适型,大众,赣州,3.68,12.15,0.37万,7.35万公里,2016,国5
荣威i5 2020款 1.5L 手动 4G互联领豪版,荣威,赣州,3.88,8.87,0.39万,6.31万公里,2021,国6
雪佛兰科沃兹 2018款 320 手自一体 欣享版,雪佛兰,赣州,3.98,10.30,0.40万,6.71万公里,2018,国5
起亚KX CROSS 2017款 1.4L AT GLS,起亚,赣州,4.58,9.97,0.46万,4.56万公里,2018,国5
雪佛兰科鲁泽 2019款 RS 330T 手自一体 畅快版,雪佛兰,赣州,4.92,13.18,0.49万,4.63万公里,2020,国6
启辰D60 2020款 1.6L CVT 悦享版,启辰,赣州,4.98,10.62,0.50万,5.24万公里,2020,国6
吉利汽车 吉利帝豪GS 2019款 1.4T CVT 雅 国VI,吉利汽车,赣州,4.98,11.07,0.50万,8.17万公里,2020,国6
标致408 2018款 350THP 手自一体 豪华版,标致,赣州,5.28,18.35,0.53万,8.32万公里,2018,国5
荣威i5 2021款 1.5L CVT铂金版,荣威,赣州,5.43,9.31,0.54万,2.23万公里,2022,国6
别克英朗 2021款 改款 典范 1.5L 自动精英型,别克,赣州,5.45,14.39,0.55万,2.74万公里,2020,国6
哈弗H6 2018款 蓝标 1.5GDIT 双离合 豪华版,哈弗,赣州,5.46,15.40,0.55万,6.61万公里,2018,国5
别克英朗 2021款 典范 1.5L 手自一体 精英型,别克,赣州,5.53,14.39,0.55万,6.55万公里,2020,国6
哈弗H6 2019款 运动版 1.5T 双离合 精英版 国VI,哈弗,赣州,5.66,13.08,0.57万,2.96万公里,2020,国6
雪佛兰科鲁泽 2022款 320 自动悦享天窗版,雪佛兰,赣州,5.68,13.18,0.57万,2.41万公里,2021,国6
Jeep自由光 2016款 2.4L 领先版,Jeep,赣州,5.68,25.93,0.57万,7.66万公里,2016,国5
吉利汽车 吉利远景X6 2020款 1.4T CVT 尊贵型,吉利汽车,赣州,5.98,10.41,0.60万,0.98万公里,2021,国6
日产轩逸 2019款 1.6XV CVT 智联尊享版 国VI,日产,赣州,5.98,15.99,0.60万,4.32万公里,2019,国6
大众宝来 2019款 1.5L 手自一体 时尚版,大众,赣州,6.16,14.27,0.62万,6.34万公里,2019,国5
雪佛兰科鲁泽 2023款 1.5L 双离合乐享版,雪佛兰,赣州,6.38,10.97,0.64万,2.53万公里,2023,国6
本田LIFE 2021款 1.5L CVT SPORT 心动版,本田,赣州,6.42,11.29,0.64万,2.31万公里,2021,国6
别克威朗 2019款 三厢 15S 手自一体 领先版,别克,赣州,6.48,17.60,0.65万,5.34万公里,2020,国5
马自达3 昂克赛拉 2017款 三厢 1.5L 手自一体 豪华版 国V,马自达,赣州,6.61,15.94,0.66万,3.48万公里,2019,国5
福特蒙迪欧 2017款 EcoBoost 180 时尚版,福特,赣州,7.71,21.79,0.77万,7.32万公里,2017,国5
现代伊兰特 2022款 1.5L CVT尊贵版,现代,赣州,7.98,14.16,0.80万,1.37万公里,2022,国6
长安UNI-T 2020款 1.5T 双离合 尊贵型,长安,赣州,7.98,14.17,0.80万,3.74万公里,2021,国6
广汽传祺 传祺M6 2019款 270T 手自一体 尊享版 7座 国V,广汽传祺,赣州,7.98,15.93,0.80万,8.08万公里,2019,国5
本田XR-V 2021款 1.5L CVT经典版,本田,赣州,8.48,15.17,0.85万,2.08万公里,2021,国6
本田雅阁 2016款 2.0L CVT 精英版,本田,赣州,8.59,21.47,0.86万,5.52万公里,2016,国5
奇瑞 瑞虎8 PLUS 2021款 290TGDI 双离合两驱豪情版,奇瑞,赣州,8.68,15.06,0.87万,5.15万公里,2021,国6
大众朗逸 2021款 280TSI 双离合 舒适版,大众,赣州,8.68,16.72,0.87万,5.35万公里,2021,国6
别克君越 2018款 20T 精英版,别克,赣州,9.26,26.99,0.93万,5.61万公里,2018,国5
领克01 2020款 2.0TD 手自一体 两驱 纯Pro版 国VI,领克,赣州,9.58,18.04,0.96万,3.79万公里,2021,国6
马自达CX-5 2017款 2.0L 手自一体 两驱 智享版 国VI,马自达,赣州,9.98,22.57,1.00万,1.51万公里,2019,国6
别克君威 2021款 552T 精英型,别克,赣州,9.98,21.35,1.00万,2.38万公里,2021,国6
长安UNI-V 智电iDD 2023款 1.5T 113km 智酷型,长安,赣州,9.98,18.15,1.00万,2.50万公里,2023,国6
马自达CX-4 2021款 2.0L 手自一体 两驱 蓝天探索版,马自达,赣州,9.98,18.26,1.00万,4.55万公里,2021,国6
奥迪Q2L 2018款 35 TFSI 上市专享版 国VI,奥迪,赣州,10.68,24.67,1.07万,3.79万公里,2020,国6
本田雅阁 2018款 260TURBO 精英版 国VI,本田,赣州,12.88,21.46,1.29万,6.83万公里,2021,国6
本田CR-V 2021款 240TURBO CVT 两驱 舒适版,本田,赣州,12.98,20.35,1.30万,1.95万公里,2022,国6
奥迪Q3 Sportback 2022款 40 TFSI 时尚型,奥迪,赣州,16.88,34.71,1.69万,4.35万公里,2021,国6
奥迪A4L 2020款 40 TFSI 时尚动感型,奥迪,赣州,19.26,35.76,1.93万,3.22万公里,2021,国6
奥迪A4L 2020款 40 TFSI 豪华致雅型,奥迪,赣州,19.78,38.53,1.98万,6.81万公里,2021,国6
奔驰C级 2020款 C 200 L 时尚型运动版,奔驰,赣州,19.88,35.42,1.99万,3.17万公里,2020,国6
奔驰C级 2021款 C 260 L,奔驰,赣州,21.98,38.85,2.20万,2.92万公里,2021,国6
路虎揽胜极光 2021款 极光L 249PS R-Dynamic S 性能版,路虎,赣州,22.5,46.49,2.25万,4.85万公里,2022,国6
丰田普拉多 2018款 3.5L TX-L(后挂备胎),丰田,赣州,33.0,56.03,3.30万,5.53万公里,2018,国5
别克昂科拉 2020款 20T CVT 精英型,别克,赣州,5.88,16.61,0.59万,2.06万公里,2020,国6
荣威RX5 2016款 20T 双离合 两驱 互联网智享版,荣威,福州,3.58,16.93,0.36万,5.33万公里,2017,国5
宝马1系(进口) 2012款 116i 1.6T 手自一体 领先型,宝马,福州,3.68,29.44,0.37万,10.26万公里,2013,国4
荣威 科莱威CLEVER 2022款 311km 元气啵啵版,荣威,福州,3.72,7.97,0.37万,1.22万公里,2022,新能源
smart fortwo 2012款 1.0L MHD 硬顶标准版,smart,福州,3.78,13.16,0.38万,4.76万公里,2014,国4
福特福克斯 2015款 两厢 Ecoboost125 自动 超能风尚型,福特,福州,3.86,15.92,0.39万,8.33万公里,2016,国5
荣威i5 2019款 1.5L CVT 4G互联朗豪版,荣威,福州,3.98,10.75,0.40万,5.64万公里,2019,国5
奇瑞新能源小蚂蚁 2021款 15万蚁粉款 蚁炫版,奇瑞新能源,福州,4.68,8.62,0.47万,1.80万公里,2021,新能源
吉利汽车 吉利远景X3 2020款 1.5L CVT 尊贵型,吉利汽车,福州,4.68,8.09,0.47万,3.02万公里,2021,国6
长安Lumin 2022款 301km 蜜甜款,长安,福州,4.78,8.19,0.48万,2.62万公里,2022,新能源
Jeep自由侠 2017款 180T 双离合 高能版,Jeep,福州,4.78,17.04,0.48万,6.63万公里,2017,国5
吉利汽车 吉利帝豪GS 2017款 优雅版 1.3T 双离合 智联版,吉利汽车,福州,4.78,12.50,0.48万,7.06万公里,2018,国5
本田飞度 2020款 1.5L CVT 舒适版,本田,福州,5.06,9.52,0.51万,4.55万公里,2020,国5
雪佛兰创酷 2017款 1.4T 手自一体 两驱 豪华版,雪佛兰,福州,5.15,15.28,0.52万,7.61万公里,2017,国5
宝骏KiWi EV 2022款 305km 艺术家轻享版 三元锂,宝骏,福州,5.28,9.94,0.53万,2.18万公里,2022,新能源
斯柯达Yeti 2016款 1.4TSI DSG前行版,斯柯达,福州,5.28,17.04,0.53万,7.65万公里,2016,国5
吉利汽车 吉利博越 2020款 1.8TD 双离合 两驱 智联型4G互联版,吉利汽车,福州,5.85,13.73,0.59万,6.42万公里,2019,国6
大众朗逸 2018款 1.5L 手自一体 舒适版 国V,大众,福州,6.38,15.94,0.64万,9.54万公里,2018,国5
斯柯达柯米克 2020款 1.5L 手自一体 舒适版,斯柯达,福州,7.18,12.85,0.72万,6.23万公里,2021,国6
福特翼虎 2017款 EcoBoost 245 四驱 豪翼版,福特,福州,7.38,24.78,0.74万,7.21万公里,2017,国5
三菱欧蓝德 2021款 2.0L CVT 两驱 畅行版 5座,三菱,福州,9.58,18.15,0.96万,6.36万公里,2021,国6
大众ID.3 2022款 Pure 纯净版,大众,福州,9.78,19.07,0.98万,4.40万公里,2022,新能源
本田CR-V 2019款 240TURBO CVT 两驱 舒适版 国V,本田,福州,10.68,20.35,1.07万,6.48万公里,2019,国5
别克昂科威 2021款 532T 两驱 精英型,别克,福州,10.78,22.58,1.08万,3.98万公里,2021,国6
Polestar极星Polestar 2 2020款 首发版,Polestar极星,福州,12.78,46.71,1.28万,2.86万公里,2021,国6
奔驰A级(进口) 2019款 A 200 时尚型,奔驰,福州,13.68,30.75,1.37万,3.27万公里,2020,国6
坦克300 2021款 越野版 2.0T 征服者,坦克,福州,16.12,24.12,1.61万,4.47万公里,2021,国6
大众途观L 2022款 330TSI 两驱R-Line旗舰版,大众,福州,16.28,28.65,1.63万,2.89万公里,2022,国6
大众途观L 2022款 330TSI 两驱智享版,大众,福州,16.88,26.55,1.69万,2.67万公里,2022,国6
奥迪A4L 2022款 40 TFSI 豪华动感型,奥迪,福州,20.08,38.53,2.01万,2.32万公里,2021,国6
吉利汽车 吉利GX7 2014款 2.0L 自动 尊贵型,吉利汽车,福州,2.25,13.74,0,7.69万公里,2014,国4
奇瑞 艾瑞泽5 2018款 1.5L 手动 致敬青春版,奇瑞,福州,3.38,7.54,0.34万,5.43万公里,2018,国5
宝骏730 2016款 1.5T 手动 舒适版 7座,宝骏,福州,3.38,9.08,0.34万,7.77万公里,2018,国5
斯柯达晶锐 2016款 1.4L 自动 车享特供版,斯柯达,福州,3.68,9.86,0.37万,2.53万公里,2016,国5
吉利汽车 吉利帝豪GL 2018款 1.8L 手动 精英智联版,吉利汽车,福州,3.88,10.08,0.39万,4.02万公里,2018,国5
东风风行 风行T5 2021款 1.6L 手动 舒适型,东风风行,福州,4.08,8.20,0.41万,1.36万公里,2020,国6
别克英朗 2019款 18T 手自一体 互联精英版 国V,别克,福州,4.28,15.50,0.43万,6.21万公里,2018,国5
标致2008 2014款 1.6L 手自一体 潮流版,标致,福州,4.29,12.60,0.43万,4.60万公里,2017,国5
东风风行菱智 2022款 M5L 1.6L 实用型 7座,东风风行,福州,5.29,7.88,0.53万,2.33万公里,2022,国6
斯柯达Yeti 2016款 1.4TSI DSG前行版,斯柯达,福州,5.55,17.04,0.56万,8.38万公里,2016,国5
荣威RX5 2019款 20T 双离合 两驱 4G互联铂金版,荣威,福州,5.58,15.60,0.56万,3.05万公里,2019,国5
雪佛兰科鲁泽 2020款 320 手自一体 悦享版,雪佛兰,福州,5.66,12.85,0.57万,2.24万公里,2021,国6
吉利汽车 吉利远景X6 2021款 PRO 1.4T 自动 尊贵版,吉利汽车,福州,6.38,10.41,0.64万,3.85万公里,2022,国6
比亚迪宋MAX 2021款 升级版 1.5TI 双离合 尊贵型 6座 国VI,比亚迪,福州,7.38,13.17,0.74万,2.85万公里,2021,国6
吉利汽车 吉利星瑞 2021款 2.0T 豪华型,吉利汽车,福州,8.28,14.16,0.83万,3.56万公里,2021,国6
大众朗逸 2021款 280TSI 双离合 舒适版,大众,福州,8.42,16.72,0.84万,1.80万公里,2020,国6
红旗H5经典 2019款 1.8T 智联韵动版,红旗,福州,8.46,19.48,0.85万,4.90万公里,2020,国6
奥迪Q3 2015款 35 TFSI quattro 豪华型,奥迪,福州,8.58,44.39,0.86万,9.66万公里,2015,国4
奇瑞 瑞虎8 PLUS 2021款 290TGDI 双离合两驱豪享版,奇瑞,福州,8.68,15.94,0.87万,2.68万公里,2021,国6
广汽传祺 传祺GS4 2022款 270T 自动智行科技版,广汽传祺,福州,8.88,14.49,0.89万,2.19万公里,2022,国6
哈弗大狗 2021款 1.5T 两驱边牧版,哈弗,福州,9.48,15.50,0.95万,2.06万公里,2022,国6
福特锐际 2020款 EcoBoost 245 两驱聪慧嘉享款,福特,福州,9.48,22.02,0.95万,4.50万公里,2020,国6
奥迪A3 2019款 Limousine 35TFSI 时尚版 国V,奥迪,福州,10.88,24.67,1.09万,7.37万公里,2020,国5
大众辉昂 2021款 380TSI 豪华版,大众,福州,20.68,38.44,2.07万,5.45万公里,2021,国6
特斯拉Model Y 2022款 545km 后轮驱动版,特斯拉,福州,21.18,35.53,2.12万,1.50万公里,2023,新能源
捷豹XFL 2022款 2.0T P250 两驱精英运动版,捷豹,福州,24.08,48.03,2.41万,1.44万公里,2022,国6
雪佛兰科沃兹 2016款 1.5L 手自一体 欣悦版,雪佛兰,福州,3.92,11.52,0.39万,10.46万公里,2017,国5
吉利汽车 吉利博越 2016款 1.8T 手自一体 两驱 智慧版,吉利汽车,福州,4.25,15.94,0.43万,9.29万公里,2017,国5
福特福克斯 2018款 两厢经典 1.6L 双离合 舒适型智行版,福特,厦门,4.98,12.72,0.50万,2.89万公里,2018,国5
小鹏P5 2021款 550G,小鹏,厦门,10.18,19.36,1.02万,0.96万公里,2022,新能源
捷豹XFL 2019款 2.0T 200PS 精英版,捷豹,厦门,15.48,45.38,1.55万,6.11万公里,2019,国5
特斯拉Model Y 2021款 标准续航后轮驱动版,特斯拉,厦门,17.38,32.73,1.74万,6.17万公里,2021,国6
特斯拉Model 3 2022款 556km 后轮驱动版,特斯拉,厦门,19.21,26.10,1.92万,1.07万公里,2023,新能源
奥迪A4L 2022款 40 TFSI 时尚动感型,奥迪,厦门,22.18,36.09,2.22万,2.62万公里,2023,国6
捷豹XFL 2021款 P250 两驱 精英运动版,捷豹,厦门,22.98,48.03,2.30万,5.26万公里,2022,国6
奔驰C级 2020款 改款 C 260 L 运动版,奔驰,厦门,23.59,38.85,2.36万,3.95万公里,2020,国6
奔驰C级 2023款 改款 C 260 L 运动版,奔驰,厦门,27.88,39.68,2.79万,0.27万公里,2023,国6
奔驰C级 2022款 C 260 L 运动版,奔驰,厦门,28.32,39.34,2.83万,2.25万公里,2022,国6
奔驰C级 2023款 改款 C 260 L 运动版,奔驰,厦门,29.08,39.68,2.91万,0.88万公里,2023,国6
雷克萨斯ES 2021款 300h 卓越版,雷克萨斯,厦门,30.28,42.45,3.03万,3.62万公里,2022,国6
宝马5系 2021款 530Li 领先型 M运动套装,宝马,厦门,31.68,52.14,3.17万,4.86万公里,2021,国6
奔驰E级 2020款 E 300 L 豪华型 运动轿车,奔驰,厦门,31.98,55.00,3.20万,5.08万公里,2020,国6
宝马5系 2020款 530Li 尊享型 M运动套装,宝马,厦门,32.99,56.58,3.30万,3.20万公里,2020,国6
宝马5系 2020款 530Li 尊享型 M运动套装,宝马,厦门,33.48,56.58,3.35万,3.06万公里,2020,国6
理想汽车 理想L9 2022款 L9 Max,理想汽车,厦门,33.78,51.30,3.38万,3.16万公里,2022,国6
