标题,品牌,城市,价格,新车价格,首付,里程,年份,排放标准
皓影 2021款 240TURBO CVT两驱智享版,本田,广州,14.88万,19.98万,0.0, 2.30万公里,2021,N/A
捷豹XJ 2014款 XJL 2.0T 两驱全景商务版,捷豹,北京,12.98万,95.80万,0.0, 16万公里,2014,N/A
蒙迪欧-致胜 2010款 2.3L 豪华型,福特,北京,1.28万,19.98万,0.0, 9万公里,2010,N/A
比亚迪G6 2013款 1.5TID 自动尊贵型,比亚迪,杭州,1.60万,10.88万,0.0, 8.30万公里,2013,N/A
神行者2 2011款 3.2L i6 HSE汽油版,路虎,惠州,4.58万,65.80万,0.0, 17.80万公里,2011,N/A
宝马7系 2007款 730Li减配版,宝马,济南,4.39万,88.80万,0.0, 16万公里,2007,N/A
指南者(进口) 2013款 2.0L 两驱运动版,Jeep,苏州,2.96万,22.19万,0.0, 8.50万公里,2013,N/A
奥迪S4 2018款 S4 3.0TFSI,奥迪,重庆,28.98万,45.98万,0.0, 6.20万公里,2018,N/A
马自达6 2012款 2.0L 自动时尚型,马自达,苏州,.,.,0.0, ,2012,N/A
凯迪拉克CT6 2017款 28T 领先型,凯迪拉克,福州,.,.,0.0, .,2017,N/A
蒙迪欧-致胜 2010款 2.3L 时尚型,福特,北京,.,.,0.0, .,2010,N/A
君越 2013款 2.0T SIDI 智享旗舰型,别克,莞,.,.,0.0, .,2013,N/A
宝马X5(进口) 2014款 xDrive35i 领先型,宝马,北京,.,.,0.0, ,2014,N/A
宝马7系 2013款 730Li 领先型,宝马,泉州,.,.,0.0, .,2013,N/A
陆风X5 2014款 2.0T 自动创领版,陆风,莞,.,.,0.0, ,2014,N/A
雷克萨斯LS 2005款 430,雷克萨斯,佛,.,.,0.0, ,2005,N/A
金牛座 2015款 EcoBoost 325 V6旗舰型,福特,莞,.,.,0.0, .,2015,N/A
捷豹XF 2011款 XF 3.0 V6 75周年纪念版,捷豹,莞,.,.,0.0, ,2011,N/A
景程 2013款 1.8 SE舒适版 AT,雪佛兰,北京,.,.,0.0, ,2013,N/A
瑞虎7 2016款 1.5T 手动耀臻版,奇瑞,惠州,.,.,0.0, .,2016,N/A
雪铁龙C4L 2014款 1.8L 智驱版 自动劲智型,雪铁龙,石庄,.,.,0.0, .,2014,N/A
Polo 2004款 两厢 1.6L 手动舒适型,大众,庆,.,.,0.0, .,2004,N/A
宝马5系 2012款 520Li 典雅型,宝马,北京,.,.,0.0, ,2012,N/A
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,哈弗,贵阳,.,.,0.0, ,2014,N/A
威驰 2008款 1.6L GL-i AT,丰田,广州,.,.,0.0, ,2008,N/A
索纳塔八 2011款 2.0L 自动领先版,现代,锦州,.,.,0.0, ,2011,N/A
奥迪S5 2012款 S5 3.0T Sportback,奥迪,北京,.,.,0.0, ,2012,N/A
迈锐宝 2013款 2.0L 自动豪华版,雪佛兰,沈阳,.,.,0.0, ,2013,N/A
奔驰C级 2010款 C 180K 经典型,奔驰,烟台,.,.,0.0, ,2010,N/A
翼神 2013款 风尚版 1.6L 手动经典型,三菱,杭州,.,.,0.0, ,2013,N/A
福克斯 2018款 经典版 三厢 1.6L 自动舒适型智行版,福特,济南,.,.,0.0, .,2018,N/A
哈弗H6 2017款 经典版 1.5T 自动两驱都市型,哈弗,锦州,.,.,0.0, ,2017,N/A
哈弗H2 2014款 1.5T 手动两驱尊贵版,哈弗,沙,.,.,0.0, ,2014,N/A
宝马3系 2011款 318i 领先型,宝马,莞,.,.,0.0, .,2011,N/A
宝马iX 2022款 xDrive40,宝马,石庄,.,.,0.0, .,2022,N/A
速腾 2020款 280TSI DSG舒适型 国VI,大众,南京,.,.,0.0, ,2020,N/A
奔驰E级 2014款 E 260 L 运动型,奔驰,北京,.,.,0.0, ,2014,N/A
嘉悦A5 2019款 1.5T CVT超越型,江汽集团,石庄,.,.,0.0, .,2019,N/A
迈腾 2012款 改款 1.8TSI 领先型,大众,北京,.,.,0.0, .,2012,N/A
奔驰A级(进口) 2016款 A 200 动感型,奔驰,苏州,.,.,0.0, .,2016,N/A
远景 2015款 1.5L 手动精英型,吉利汽车,石庄,.,.,0.0, .,2015,N/A
江淮iEV6E 2019款 运动版 豪华智能型,江汽集团,合肥,.,.,0.0, .,2019,N/A
宝马X3(进口) 2016款 sDrive20i,宝马,福州,.,.,0.0, ,2016,N/A
风景G7 2015款 2.0L商运版短轴平顶4Q20M,福田,,.,.,0.0, .,2015,N/A
骊威 2007款 1.6L 自动超能型,日产,莞,.,.,0.0, ,2007,N/A
锐界 2018款 EcoBoost 245 两驱豪锐型 7座 国VI,福特,,.,.,0.0, ,2018,N/A
奔驰CLS 2015款 CLS 260,奔驰,北京,.,.,0.0, ,2015,N/A
风云2 2010款 两厢 1.5L 实力型,奇瑞,石家庄,1.19万,5.18万,0.0, 5.80万公里,2010,N/A
奔驰C级 2017款 改款 C 200 L 运动版,奔驰,佛山,16.88万,35.38万,0.0, 8万公里,2017,N/A
凯迪拉克ATS-L 2017款 28T 时尚型,凯迪拉克,东莞,10.48万,29.38万,0.0, 7万公里,2017,N/A
长安欧尚CX70 2017款 CX70T 1.5T 自动尊擎版,长安欧尚,石家庄,4.39万,10.99万,0.0, 6.50万公里,2017,N/A
蒙迪欧 2017款 改款 EcoBoost 200 豪华型,福特,东莞,9.98万,22.68万,0.0, 8万公里,2017,N/A
凯迪拉克XT5 2017款 周年庆版 25T 豪华型,凯迪拉克,北京,13.98万,38.99万,0.0, 10万公里,2017,N/A
奥迪A6L 2015款 TFSI 百万纪念智领型,奥迪,佛山,12.88万,39.82万,0.0, 7.90万公里,2015,N/A
传祺GA4 2018款 200T 自动豪华版,广汽传祺,东莞,4.38万,9.68万,0.0, 4万公里,2018,N/A
坦克500 2022款 运动版 造境 5座,坦克,广州,27.88万,35.50万,0.0, 2.70万公里,2022,N/A
雅阁 2008款 2.0L EX,本田,东莞,3.38万,19.98万,0.0, 17.80万公里,2008,N/A
荣威RX5 2016款 20T 两驱自动互联网智享版,荣威,苏州,4.98万,14.88万,0.0, 9万公里,2016,N/A
缤智 2019款 220 TURBO CVT精英版 国VI,本田,惠州,7.28万,14.58万,0.0, 6万公里,2019,N/A
雅阁 2011款 2.4L EX,本田,东莞,4.88万,22.98万,0.0, 17.80万公里,2011,N/A
英仕派 2019款 260TURBO 精致版 国VI,本田,深圳,12.88万,19.28万,0.0, 4万公里,2019,N/A
奔驰GLA 2016款 GLA 200 时尚型,奔驰,东莞,9.78万,28.98万,0.0, 9万公里,2016,N/A
哈弗H1 2016款 蓝标 1.5L AMT豪华型,哈弗,石家庄,3.29万,7.79万,0.0, 5.50万公里,2016,N/A
风行CM7 2016款 2.0T 自动豪华型,东风风行,上海,4.98万,16.69万,0.0, 8万公里,2016,N/A
宋Pro DM-i 2019款 DM 1.5T 四驱性能版旗舰型,比亚迪,深圳,8.55万,19.98万,0.0, 6.40万公里,2019,N/A
奇骏 2014款 2.5L CVT领先版 4WD,日产,北京,6.98万,22.88万,0.0, 14.70万公里,2014,N/A
轩逸 2016款 1.6XL CVT豪华版,日产,东莞,5.28万,13.50万,0.0, 10万公里,2016,N/A
奔驰C级 2015款 C 200 L,奔驰,北京,.,.,0.0, ,2015,N/A
科沃兹 2018款 320 自动欣享版,雪佛兰,,.,.,0.0, .,2018,N/A
劳恩斯-酷派 2012款 2.0T 自动豪华版,现代,莞,.,.,0.0, .,2012,N/A
高尔夫·嘉旅 2016款 1.6L 自动舒适型,大众,武汉,.,.,0.0, .,2016,N/A
轩逸 2018款 经典 1.6XE CVT舒适版,日产,莞,.,.,0.0, ,2018,N/A
卡罗拉 2021款 1.5L CVT精英版,丰田,梅州,.,.,0.0, .,2021,N/A
逸动 2020款 PLUS 蓝鲸NE 1.4T GDI 自动尊贵型,长安,郑州,.,.,0.0, .,2020,N/A
宝马X1 2020款 xDrive25Li 尊享型,宝马,南昌,.,.,0.0, .,2020,N/A
宝马iX3 2022款 领先型,宝马,南昌,.,.,0.0, .,2022,N/A
蒙迪欧 2017款 EcoBoost 200 时尚型,福特,庆,.,.,0.0, .,2017,N/A
奥迪Q3 2019款 35 TFSI 时尚动感型,奥迪,苏州,.,.,0.0, .,2019,N/A
途昂 2017款 330TSI 两驱豪华版,大众,北京,.,.,0.0, .,2017,N/A
讴歌CDX 2016款 1.5T 两驱悦享版,讴歌,佛,.,.,0.0, .,2016,N/A
凌渡 2019款 280TSI DSG舒适版 国V,大众,嘉兴,.,.,0.0, .,2019,N/A
Macan 2018款 Macan 2.0T,保时捷,泉州,.,.,0.0, .,2018,N/A
帕杰罗(进口) 2016款 3.0L 自动标准版 国IV,三菱,广州,.,.,0.0, .,2016,N/A
宝马1系 2021款 120i M运动曜夜版,宝马,合肥,.,.,0.0, .,2021,N/A
哈弗H4 2019款 1.5GDIT DCT豪华智联版 国VI,哈弗,沈阳,.,.,0.0, ,2019,N/A
迈腾 2017款 330TSI DSG 豪华型,大众,,.,.,0.0, .,2017,N/A
Model 3 2019款 标准续航后驱升级版,特斯拉,,.,.,0.0, .,2019,N/A
Cayenne 2015款 Cayenne 3.0T,保时捷,深圳,38.80万,97.20万,0.0, 8.30万公里,2015,N/A
传祺GS8 2017款 320T 两驱豪华智联版 7座,广汽传祺,东莞,7.38万,18.28万,0.0, 7.80万公里,2017,N/A
迈腾 2019款 330TSI DSG 领先型 国VI,大众,东莞,13.18万,21.51万,0.0, 5.60万公里,2019,N/A
高尔夫 2020款 280TSI DSG舒适型,大众,金华,9.38万,15.32万,0.0, 1.80万公里,2020,N/A
发现 2014款 3.0 SDV6 HSE 柴油版,路虎,青岛,32.80万,88.80万,0.0, 16万公里,2014,N/A
瑞虎3x 2018款 1.5L 自动舒适版,奇瑞,贵阳,2.98万,5.49万,0.0, 4.40万公里,2018,N/A
AION V 2021款 Plus 90 超长续航版 三元锂,埃安,广州,15.68万,24.96万,0.0, 4.50万公里,2021,N/A
朗逸 2022款 1.5L 自动舒适版,大众,苏州,8.30万,14.09万,0.0, 4.70万公里,2022,N/A
MINI COUNTRYMAN 2019款 1.5T COOPER ALL4 经典派周末旅行版,MINI,广州,17.10万,26.98万,0.0, 3万公里,2019,N/A
宝马5系 2018款 530Li 领先型 M运动套装,宝马,南昌,24.80万,47.89万,0.0, 8万公里,2018,N/A
缤智 2015款 1.8L CVT两驱豪华型,本田,福州,7.13万,16.38万,0.0, 7.28万公里,2015,N/A
奔驰GLB 2023款 GLB 200 时尚型,奔驰,武汉,21.50万,31.48万,0.0, 0.80万公里,2023,N/A
思域 2016款 220TURBO CVT豪华版,本田,嘉兴,7.30万,13.99万,0.0, 9.80万公里,2016,N/A
奔驰C级PHEV 2022款 C 350 eL,奔驰,西安,27.90万,40.73万,0.0, 0.80万公里,2022,N/A
奔驰C级 2020款 改款 C 260 L 运动版,奔驰,南昌,22.48万,34.68万,0.0, 2.30万公里,2020,N/A
宝马2系 2021款 225i 四门轿跑车 M运动曜夜套装,宝马,东莞,17.60万,28.98万,0.0, 2.30万公里,2021,N/A
宝马3系 2019款 320Li 时尚型,宝马,昆明,16.58万,31.68万,0.0, 6.60万公里,2019,N/A
雅阁 2016款 2.4L 豪华版,本田,东莞,9.18万,22.98万,0.0, 7.30万公里,2016,N/A
揽胜运动版 2018款 3.0 V6 锋尚创世版 DYNAMIC,路虎,广州,56.80万,116.80万,0.0, 11.50万公里,2018,N/A
酷威 2013款 2.4L 两驱尊尚版,道奇,苏州,3.57万,29.19万,0.0, 9万公里,2013,N/A
欧蓝德 2019款 2.4L 四驱致享版 5座 国VI,三菱,,.,.,0.0, .,2019,N/A
皇冠 2012款 2.5L Royal 真皮版,丰田,莞,.,.,0.0, .,2012,N/A
Panamera E-Hybrid 2018款 Panamera 4 E-Hybrid 2.9T,保时捷,深圳,.,.,0.0, .,2018,N/A
菱智 2013款 M5 Q3 2.0L 7座长轴豪华型,东风风行,,.,.,0.0, ,2013,N/A
Macan 2018款 Macan 2.0T,保时捷,深圳,.,.,0.0, .,2018,N/A
奔驰GLC 2021款 GLC 260 L 4MATIC 动感型,奔驰,南京,.,.,0.0, .,2021,N/A
MINI 2018款 2.0T COOPER S 艺术家,MINI,北京,.,.,0.0, .,2018,N/A
奔驰GLA 2023款 GLA 220,奔驰,济南,.,.,0.0, .,2023,N/A
奔驰C级 2018款 C 200 L 运动版,奔驰,昆,.,.,0.0, ,2018,N/A
凯迪拉克XT6 2021款 28T 六座四驱豪华型,凯迪拉克,济南,.,.,0.0, .,2021,N/A
汉兰达 2015款 2.0T 四驱豪华版 7座,丰田,莞,.,.,0.0, .,2015,N/A
君威 2010款 2.0L 世博版,别克,苏州,.,.,0.0, .,2010,N/A
雷克萨斯ES 2015款 200 精英版,雷克萨斯,沙,.,.,0.0, ,2015,N/A
杰德 2017款 210TURBO CVT风尚版 5座,本田,佛,.,.,0.0, .,2017,N/A
指南者(进口) 2014款 改款 2.4L 四驱舒适版,Jeep,烟台,.,.,0.0, ,2014,N/A
Macan 2018款 Macan 2.0T,保时捷,深圳,.,.,0.0, .,2018,N/A
高尔夫(进口) 2003款 1.6 手自一体 五门版,大众,佛,.,.,0.0, ,2003,N/A
宝马X1(进口) 2012款 xDrive28i,宝马,佛,.,.,0.0, ,2012,N/A
GranTurismo 2007款 4.2L 标准版,玛莎拉蒂,,.,.,0.0, .,2007,N/A
宝马5系 2018款 525Li 豪华套装,宝马,北京,.,.,0.0, .,2018,N/A
宝马5系 2018款 525Li 豪华套装,宝马,北京,27.18万,43.69万,0.0, 0.75万公里,2018,N/A
科鲁兹 2013款 1.8L SX AT,雪佛兰,苏州,2.58万,15.32万,0.0, 8万公里,2013,N/A
雷克萨斯LS 2005款 430,雷克萨斯,佛山,7.88万,92.40万,0.0, 22万公里,2005,N/A
奔驰CLS 2020款 CLS 300 动感型,奔驰,宁波,42.60万,63.78万,0.0, 3.74万公里,2020,N/A
宝马6系GT 2021款 630i 豪华设计套装,宝马,济南,36.80万,58.89万,0.0, 4.50万公里,2021,N/A
别克GL8 2018款 ES 28T 豪华型 国VI,别克,昆明,18.60万,36.99万,0.0, 15万公里,2018,N/A
北京BJ40 2020款 2.0T 自动四驱致敬2020版侠客型,北京,北京,13.50万,16.99万,0.0, 0.50万公里,2020,N/A
飞度 2021款 1.5L CVT潮享版,本田,东莞,6.18万,8.68万,0.0, 3.20万公里,2021,N/A
轩逸 2024款 经典 1.6L XE CVT舒适版,日产,石家庄,7.78万,10.86万,0.0, 0.01万公里,2024,N/A
奔驰S级 2008款 S 300 L 豪华型,奔驰,潍坊,15.80万,114.80万,0.0, 11万公里,2008,N/A
宝马X3 2021款 xDrive28i M运动套装,宝马,石家庄,28.80万,42.58万,0.0, 5.10万公里,2021,N/A
启辰D60 2018款 1.6L CVT智联精英版,启辰,佛山,4.68万,9.18万,0.0, 10万公里,2018,N/A
奥德赛 2017款 2.4L 豪华版,本田,佛山,12.80万,24.98万,0.0, 8.90万公里,2017,N/A
红旗H9 2020款 2.0T 智联旗享版,红旗,济南,23.79万,32.98万,0.0, 1.20万公里,2020,N/A
锐界(进口) 2012款 2.0T 精锐天窗版,福特,福州,5.88万,31.68万,0.0, 11.80万公里,2012,N/A
奥迪A8 2010款 4.2FSI 手自一体 Quattro 限量版,奥迪,北京,9.98万,142.40万,0.0, 19万公里,2010,N/A
冠道 2020款 370 TURBO 9AT 尊享版 AWD,本田,东莞,21.38万,29.28万,0.0, 3.40万公里,2020,N/A
奥迪Q7 2007款 3.6 FSI quattro 舒适型,奥迪,北京,6.98万,96.80万,0.0, 21万公里,2007,N/A
奔驰C级(进口) 2013款 C 180 轿跑版,奔驰,福州,8.88万,36.80万,0.0, 6.90万公里,2013,N/A
福克斯 2012款 两厢 1.6L 自动风尚型,福特,重庆,3.48万,14.39万,0.0, 12.61万公里,2012,N/A
奔驰E级 2011款 E 300 L 优雅型,奔驰,西安,7.20万,59.60万,0.0, 16.50万公里,2011,N/A
奔驰GLB 2023款 GLB 220 时尚型,奔驰,南昌,26.98万,34.48万,0.0, 0.93万公里,2023,N/A
帕萨特 2013款 2.0TSI DSG御尊版,大众,烟台,5.30万,25.48万,0.0, 13万公里,2013,N/A
宝马5系 2021款 530Li 领先型 豪华套装,宝马,济南,32.80万,46.69万,0.0, 5.50万公里,2021,N/A
奔驰C级(进口) 2020款 C 260 轿跑车,奔驰,成都,26.80万,36.08万,0.0, 3.10万公里,2020,N/A
宝马Z4 2022款 sDrive 25i M运动曜夜套装,宝马,石家庄,37.80万,50.88万,0.0, 1.60万公里,2022,N/A
宝马X4 2022款 M40i,宝马,济南,49.80万,66.69万,0.0, 0.17万公里,2022,N/A
赛拉图 2007款 1.6L AT GL,起亚,太原,1.38万,10.48万,0.0, 12.42万公里,2007,N/A
帝豪 2015款 三厢 1.5L 手动向上版,吉利汽车,石家庄,2.39万,7.98万,0.0, 5.10万公里,2015,N/A
唯雅诺 2013款 3.0L 领航版,奔驰,哈尔滨,12.58万,57.90万,0.0, 9.40万公里,2013,N/A
Cayenne 2018款 Cayenne 3.0T,保时捷,深圳,56.80万,89.50万,0.0, 7.80万公里,2018,N/A
汉兰达 2018款 2.0T 四驱豪华版 7座 国V,丰田,哈尔滨,18.98万,29.98万,0.0, 9.80万公里,2018,N/A
标致508 2013款 2.0L 两周年纪念 自动天窗经典版,标致,福州,3.28万,18.17万,0.0, 9.70万公里,2013,N/A
奔驰R级 2011款 R 350 L 4MATIC,奔驰,深圳,11.38万,79.80万,0.0, 12.72万公里,2011,N/A
英菲尼迪G系 2007款 G35 至尊版,英菲尼迪,佛山,4.78万,47.80万,0.0, 16万公里,2007,N/A
奔驰S级 2018款 S 320 L,奔驰,青岛,48.80万,87.68万,0.0, 14万公里,2018,N/A
凯迪拉克ATS-L 2017款 28T 时尚型,凯迪拉克,福州,10.30万,29.38万,0.0, 8万公里,2017,N/A
瑞风 2012款 2.0L穿梭时光版HFC4GA3,江汽集团,上海,1.58万,8.50万,0.0, 7万公里,2012,N/A
凯迪拉克XT5 2017款 周年庆版 25T 豪华型,凯迪拉克,福州,13.80万,38.99万,0.0, 9.20万公里,2017,N/A
东南DX3 2018款 1.5L 手动旗舰型,东南,佛山,2.78万,7.89万,0.0, 9.40万公里,2018,N/A
Macan 2018款 Macan 2.0T,保时捷,上海,39.80万,54.50万,0.0, 5.90万公里,2018,N/A
宝马2系旅行车 2016款 218i 时尚型,宝马,重庆,7.48万,23.48万,0.0, 9.80万公里,2016,N/A
宝马7系 2011款 730Li典雅型,宝马,北京,9.98万,89.80万,0.0, 18万公里,2011,N/A
途观 2012款 1.8TSI 自动两驱风尚版,大众,南京,4.58万,23.38万,0.0, 9万公里,2012,N/A
君越 2012款 2.4L SIDI豪雅版,别克,北京,3.98万,25.59万,0.0, 16万公里,2012,N/A
本田CR-V 2007款 2.4L 自动四驱豪华版,本田,广州,3.78万,23.98万,0.0, 16万公里,2007,N/A
Cayenne 2018款 Cayenne 3.0T,保时捷,深圳,58.80万,89.50万,0.0, 9.50万公里,2018,N/A
君威 2014款 2.0L 精英时尚型,别克,东莞,3.98万,19.39万,0.0, 12万公里,2014,N/A
自由侠 2016款 1.4T 自动智能版,Jeep,金华,5.90万,17.88万,0.0, 6.93万公里,2016,N/A
宝马3系 2015款 316Li 时尚型,宝马,嘉兴,7.88万,32.18万,0.0, 14.50万公里,2015,N/A
奔驰E级(进口) 2012款 E 200 CGI Coupe,奔驰,北京,8.98万,53.80万,0.0, 13万公里,2012,N/A
景逸XV 2015款 1.6L CVT豪华型,东风风行,上海,2.18万,8.69万,0.0, 10.30万公里,2015,N/A
风行F600 2016款 F600L 2.0L 豪华型,东风风行,上海,3.48万,10.39万,0.0, 7万公里,2016,N/A
大通EV30 2021款 纯电智能物流专家长轴宁德时代 ,上汽大通MAXUS,深圳,5.38万,14.38万,0.0, 8.20万公里,2021,N/A
奔驰CLS 2012款 CLS 300 CGI,奔驰,北京,12.98万,76.80万,0.0, 15万公里,2012,N/A
悦动 2011款 1.6L 自动豪华型,现代,东莞,2.58万,12.08万,0.0, 14.02万公里,2011,N/A
福克斯 2011款 两厢 1.8L 自动时尚型,福特,济南,1.68万,12.78万,0.0, 15.70万公里,2011,N/A
奥迪Q5 2015款 40 TFSI 技术型,奥迪,温州,10.98万,43.16万,0.0, 9万公里,2015,N/A
宝马3系 2014款 320i 运动设计套装,宝马,杭州,9.88万,38.30万,0.0, 12万公里,2014,N/A
奔驰E级(进口) 2016款 E 200 轿跑车 灵动版,奔驰,上海,15.80万,53.00万,0.0, 6.50万公里,2016,N/A
奔驰E级(进口) 2016款 E 200 轿跑车 灵动版,奔驰,上海,15.80万,53.00万,0.0, 6.50万公里,2016,N/A
奔驰E级(进口) 2014款 E 200 轿跑版,奔驰,佛山,13.88万,53.00万,0.0, 12万公里,2014,N/A
Macan 2020款 Macan 2.0T,保时捷,深圳,36.80万,54.50万,0.0, 6.20万公里,2020,N/A
Macan 2020款 Macan 2.0T,保时捷,深圳,36.80万,54.50万,0.0, 6万公里,2020,N/A
雷克萨斯CT 2012款 CT200h F-Sport,雷克萨斯,重庆,6.68万,36.50万,0.0, 16.40万公里,2012,N/A
别克GL8 2013款 3.0L XT豪华商务旗舰版,别克,北京,8.98万,39.99万,0.0, 18万公里,2013,N/A
英菲尼迪G系 2010款 G37 Sedan,英菲尼迪,北京,6.98万,49.10万,0.0, 18万公里,2010,N/A
秦Pro DM 2018款 1.5TI 自动智联锐耀型,比亚迪,福州,6.88万,17.69万,0.0, 8万公里,2018,N/A
荣威i5 2019款 1.5L 手动4G互联朗豪版 国V,荣威,汕头,3.50万,8.09万,0.0, 2.40万公里,2019,N/A
奥迪TT 2013款 TT Coupe 45 TFSI,奥迪,济南,11.80万,51.90万,0.0, 12万公里,2013,N/A
保时捷718 2020款 Boxster 2.0T,保时捷,深圳,47.98万,56.50万,0.0, 2.60万公里,2020,N/A
宝马5系 2014款 525Li 领先型,宝马,潍坊,14.80万,46.66万,0.0, 14万公里,2014,N/A
骐达TIIDA 2008款 1.6L 自动时尚型,日产,河源,1.78万,11.68万,0.0, 15.90万公里,2008,N/A
保时捷718 2018款 Boxster 2.0T,保时捷,深圳,43.80万,56.50万,0.0, 6.78万公里,2018,N/A
宝马5系 2023款 530Li 领先型 M运动套装,宝马,济南,38.80万,47.55万,0.0, 1.23万公里,2023,N/A
风光370 2016款 1.5L 手动精英居家版 7座,东风风光,东莞,1.68万,5.99万,0.0, 13万公里,2016,N/A
马自达3 2012款 1.6L 自动经典特惠型,马自达,东莞,2.58万,10.68万,0.0, 10万公里,2012,N/A
保时捷718 2020款 Cayman 2.0T,保时捷,深圳,44.68万,54.50万,0.0, 2.65万公里,2020,N/A
菱智 2017款 V3 1.5L 5座特惠版,东风风行,石家庄,2.99万,5.59万,0.0, 3.40万公里,2017,N/A
ID.4 CROZZ 2021款 长续航PRO两驱版,大众,淄博,13.88万,23.99万,0.0, 2.99万公里,2021,N/A
本田CR-V 2012款 2.4L 四驱豪华版,本田,茂名,6.98万,23.98万,0.0, 12.30万公里,2012,N/A
奔腾B70 2014款 2.0L 自动豪华型,奔腾,沈阳,2.98万,11.98万,0.0, 9万公里,2014,N/A
博越 2016款 1.8TD 自动智联型,吉利汽车,泉州,5.30万,12.78万,0.0, 4.20万公里,2016,N/A
翼搏 2013款 1.5L 自动尊贵型,福特,佛山,3.18万,12.78万,0.0, 9万公里,2013,N/A
途锐 2017款 3.0TSI 驭岳型,大众,潍坊,19.80万,78.48万,0.0, 17万公里,2017,N/A
宝马5系 2014款 525Li 领先型,宝马,武汉,13.68万,46.66万,0.0, 10万公里,2014,N/A
马自达6 2013款 2.0L 自动时尚型,马自达,重庆,4.38万,14.78万,0.0, 6.70万公里,2013,N/A
宝马1系 2018款 改款 118i 运动型,宝马,徐州,9.48万,22.58万,0.0, 7万公里,2018,N/A
宝马5系 2014款 525Li 领先型,宝马,重庆,13.80万,46.66万,0.0, 14.30万公里,2014,N/A
途观 2010款 1.8TSI 自动两驱都会版,大众,东莞,3.78万,21.18万,0.0, 13.60万公里,2010,N/A
宝马3系 2014款 320Li 时尚型,宝马,烟台,7.98万,35.88万,0.0, 18万公里,2014,N/A
起亚K5 2016款 1.6T 自动LUX,起亚,西安,6.98万,18.08万,0.0, 6万公里,2016,N/A
奇骏 2014款 2.5L CVT领先版 4WD,日产,茂名,6.98万,22.88万,0.0, 9.30万公里,2014,N/A
传祺GS8 2017款 320T 两驱豪华智联版 7座,广汽传祺,梧州,7.88万,18.28万,0.0, 9.10万公里,2017,N/A
标致408 2014款 1.8L 自动领先版,标致,东莞,4.38万,14.17万,0.0, 9万公里,2014,N/A
宝骏560 2016款 1.8L 手动豪华型,宝骏,丽水,2.98万,8.38万,0.0, 7.30万公里,2016,N/A
风光370 2016款 1.5L 手动精英居家版 5座,东风风光,南京,1.88万,5.99万,0.0, 12万公里,2016,N/A
凯美瑞 2012款 2.5G 豪华版,丰田,茂名,6.98万,21.98万,0.0, 12.30万公里,2012,N/A
金杯快运 2017款 2.0L 标准型V19,金杯,上海,2.88万,7.18万,0.0, 8.93万公里,2017,N/A
自由侠 2016款 1.4T 自动动能版,Jeep,佛山,4.58万,14.18万,0.0, 7万公里,2016,N/A
宝马2系 2021款 225i 四门轿跑车 M运动曜夜套装,宝马,石家庄,18.98万,28.98万,0.0, 0.40万公里,2021,N/A
MINI COUNTRYMAN 2017款 1.5T COOPER ALL4 旅行家,MINI,石家庄,13.80万,30.58万,0.0, 4.60万公里,2017,N/A
嘉年华 2013款 三厢 1.5L 自动品尚型,福特,佛山,2.98万,10.39万,0.0, 9万公里,2013,N/A
雷克萨斯RX经典 2013款 270 精英版,雷克萨斯,佛山,15.50万,46.90万,0.0, 8.20万公里,2013,N/A
凌渡 2017款 230TSI DSG风尚版,大众,嘉兴,6.68万,15.99万,0.0, 8.10万公里,2017,N/A
奔驰E级 2014款 E 260 L 运动型,奔驰,北京,12.98万,44.30万,0.0, 13万公里,2014,N/A
荣威i5 2020款 1.5L 自动4G互联领豪旗舰版,荣威,佛山,4.28万,9.29万,0.0, 7.50万公里,2020,N/A
启辰R50 2014款 1.6L 自动精彩版,启辰,佛山,2.38万,8.08万,0.0, 13万公里,2014,N/A
保时捷718 2020款 Boxster 2.0T,保时捷,深圳,46.98万,56.50万,0.0, 3.90万公里,2020,N/A
菱智 2022款 V3 1.6L 2座基本型,东风风行,上海,4.08万,6.49万,0.0, 1.61万公里,2022,N/A
